2097152;0.181713;0.128958;0.951388;0.779106
4194304;0.367865;0.131648;0.952173;0.727813
6291456;0.544664;0.134806;0.952445;0.729311
8388608;0.726687;0.135436;0.952582;0.730201
10485760;0.909362;0.135716;0.952669;0.730725
12582912;1.10247;0.134616;0.952721;0.731204
14680064;1.27558;0.135943;0.952758;0.731366
16777216;1.45673;0.136197;0.952788;0.731611
18874368;1.64351;0.135927;0.952804;0.731768
20971520;1.83914;0.135059;0.95282;0.731897
23068672;2.01227;0.13586;0.952832;0.731997
25165824;2.19822;0.135738;0.952838;0.732022
27262976;2.38064;0.135837;0.952836;0.732144
29360128;2.59166;0.134421;0.952835;0.732176
31457280;2.76558;0.135006;0.952826;0.732236
33554432;2.94237;0.135389;0.952745;0.732258
35651584;3.17047;0.133533;0.949433;0.735862
37748736;3.34815;0.133911;0.949192;0.736166
39845888;3.54547;0.133509;0.949159;0.73624
41943040;3.71868;0.134012;0.949145;0.736277
44040192;3.92906;0.133198;0.949157;0.736302
46137344;4.08821;0.134127;0.949158;0.73631
48234496;4.29968;0.133343;0.949169;0.736337
50331648;4.44195;0.134699;0.949181;0.736328
52428800;4.7335;0.131683;0.94561;0.740242
54525952;4.8494;0.133691;0.945606;0.740211
56623104;5.34251;0.12603;0.945599;0.740278
58720256;5.26896;0.132533;0.945574;0.740073
60817408;5.94396;0.121688;0.945574;0.740074
62914560;5.6454;0.132551;0.945547;0.739719
65011712;6.65074;0.116272;0.94556;0.739828
67108864;6.31274;0.126457;0.932462;0.755335
69206016;7.8925;0.104313;0.921731;0.762434
71303168;6.54723;0.129564;0.921711;0.762603
73400320;7.71287;0.113223;0.921745;0.762438
75497472;6.87421;0.130673;0.921724;0.762321
77594624;7.77328;0.118775;0.921735;0.76214
79691776;7.31692;0.129599;0.921726;0.76213
81788928;7.80535;0.124691;0.92174;0.762137
83886080;7.71693;0.129359;0.921729;0.762147
85983232;8.09725;0.12637;0.921751;0.762134
88080384;8.07385;0.129832;0.921741;0.762127
90177536;8.51645;0.12602;0.921775;0.762122
92274688;8.49087;0.129343;0.921758;0.762079
94371840;8.86049;0.126769;0.92179;0.762055
96468992;8.82333;0.130136;0.921778;0.761778
98566144;9.54706;0.122888;0.921804;0.761632
100663296;9.61562;0.124612;0.918388;0.765334
102760448;9.93899;0.123072;0.921811;0.76048
104857600;9.74681;0.128063;0.921787;0.760456
106954752;10.0395;0.126819;0.921821;0.760474
109051904;10.3334;0.125631;0.921795;0.760457
111149056;10.3549;0.127784;0.92183;0.760458
113246208;10.7502;0.12541;0.921805;0.760456
115343360;10.8733;0.126289;0.921838;0.760461
117440512;11.4367;0.122254;0.92181;0.760448
119537664;11.3148;0.12578;0.921906;0.760442
121634816;12.2871;0.117862;0.921818;0.760447
123731968;11.6231;0.126745;0.921912;0.760388
125829120;11.8094;0.126862;0.921831;0.759912
127926272;13.8089;0.110303;0.912295;0.774135
130023424;14.3739;0.107706;0.921886;0.759446
132120576;21.9135;0.071789;0.857883;0.84351
134217728;12.8496;0.124373;0.918084;0.762535
