2097152;0.176729;0.132594;0.37389
4194304;0.356999;0.135655;0.341798
6291456;0.535177;0.137196;0.332542
8388608;0.721798;0.136353;0.324059
10485760;0.910813;0.1355;0.318248
12582912;1.09434;0.135616;0.315987
14680064;1.25872;0.137764;0.319168
16777216;1.42795;0.138942;0.320519
18874368;1.6099;0.138764;0.319047
20971520;1.79373;0.138478;0.317543
23068672;1.96378;0.139215;0.31853
25165824;2.13949;0.139465;0.318519
27262976;2.31587;0.139636;0.318413
29360128;2.51667;0.138426;0.315239
31457280;2.67489;0.139583;0.317507
33554432;2.87088;0.13876;0.315322
35651584;3.15849;0.134039;0.308639
37748736;3.37269;0.132937;0.305625
39845888;3.57489;0.13241;0.303991
41943040;3.7641;0.132395;0.303573
44040192;3.95156;0.13244;0.303331
46137344;4.10707;0.133511;0.305464
48234496;4.29432;0.13351;0.305172
50331648;4.48657;0.13336;0.304567
52428800;4.68441;0.133064;0.303644
54525952;4.83091;0.134202;0.306014
56623104;5.15032;0.130733;0.297905
58720256;5.25203;0.13296;0.302785
60817408;5.62747;0.128531;0.292534
62914560;5.55492;0.13471;0.306418
65011712;6.2467;0.123793;0.281452
67108864;5.99124;0.133243;0.302778
69206016;6.97503;0.118033;0.270067
71303168;6.41197;0.132297;0.302489
73400320;6.9583;0.125502;0.286788
75497472;6.745;0.133176;0.304139
77594624;7.14143;0.129284;0.295096
79691776;7.08969;0.133753;0.305136
81788928;7.36469;0.132152;0.301341
83886080;7.53006;0.132569;0.302152
85983232;7.70256;0.132846;0.302647
88080384;7.7995;0.134399;0.306056
90177536;8.05067;0.133311;0.303459
92274688;8.15302;0.134703;0.30651
94371840;8.42135;0.133379;0.30339
96468992;8.50316;0.135035;0.307048
98566144;8.9922;0.130471;0.296575
100663296;8.98404;0.133372;0.303068
102760448;9.58489;0.127619;0.291337
104857600;9.42669;0.132412;0.302153
106954752;9.66786;0.131695;0.300403
109051904;9.78113;0.132725;0.302643
111149056;9.93457;0.133191;0.303601
113246208;10.1329;0.133051;0.303178
115343360;10.3197;0.133065;0.303112
117440512;10.675;0.130977;0.298274
119537664;10.6675;0.133412;0.303715
121634816;11.0166;0.131454;0.299175
123731968;10.9854;0.134103;0.305118
125829120;11.1482;0.134386;0.305678
127926272;12.5263;0.121597;0.276527
130023424;12.0319;0.128671;0.29253
132120576;19.1774;0.0820314;0.186509
134217728;12.0866;0.132224;0.300458
