2097152;0.0415118;0.564496;0.942149;0.879714
4194304;0.0865069;0.559824;0.938725;0.786741
6291456;0.12844;0.571661;0.937348;0.79097
8388608;0.170096;0.578612;0.936556;0.812119
10485760;0.213507;0.578038;0.936161;0.813724
12582912;0.25638;0.578868;0.935932;0.816918
14680064;0.299677;0.578642;0.935731;0.815964
16777216;0.33835;0.586379;0.934835;0.815669
18874368;0.390097;0.57267;0.93516;0.817112
20971520;0.433765;0.572643;0.935046;0.82219
23068672;0.480597;0.56885;0.934912;0.819673
25165824;0.52688;0.566321;0.934794;0.814364
27262976;0.575673;0.56174;0.9347;0.804749
29360128;0.621428;0.560602;0.934666;0.791515
31457280;0.666557;0.560146;0.934578;0.777236
33554432;0.701125;0.568179;0.930485;0.76407
35651584;0.832085;0.508795;0.920666;0.71915
37748736;0.89274;0.502224;0.922745;0.687232
39845888;0.939435;0.503868;0.924194;0.715886
41943040;0.964367;0.516761;0.925977;0.764808
44040192;1.03129;0.507463;0.926946;0.771182
46137344;1.08725;0.504333;0.928283;0.751351
48234496;1.14184;0.502114;0.929205;0.756623
50331648;1.1834;0.505603;0.92963;0.694843
52428800;1.25528;0.496564;0.927991;0.759425
54525952;1.30927;0.495177;0.929143;0.742155
56623104;1.35606;0.496523;0.930022;0.756637
58720256;1.39079;0.502095;0.930701;0.747147
60817408;1.45584;0.49683;0.930786;0.75806
62914560;1.50998;0.495572;0.931315;0.739174
65011712;1.56189;0.495103;0.931433;0.749105
67108864;1.55282;0.514093;0.928108;0.70028
69206016;1.73154;0.475465;0.92133;0.742865
71303168;1.80081;0.471055;0.922836;0.722721
73400320;1.8508;0.471838;0.92408;0.750042
75497472;1.88555;0.476398;0.925748;0.768261
77594624;1.95698;0.471783;0.926791;0.778655
79691776;2.0146;0.470696;0.928079;0.759889
81788928;2.07922;0.46809;0.92901;0.775672
83886080;2.08858;0.477958;0.929124;0.731951
85983232;2.1955;0.466067;0.927431;0.781391
88080384;2.26481;0.462842;0.928637;0.764162
90177536;2.31543;0.463517;0.929659;0.776173
92274688;2.36441;0.464487;0.930336;0.757813
94371840;2.43841;0.460641;0.930473;0.772181
96468992;2.4957;0.460083;0.931028;0.749434
98566144;2.55866;0.458531;0.931235;0.760369
100663296;2.54525;0.470767;0.927912;0.713315
102760448;2.75255;0.444393;0.921716;0.760749
104857600;2.82936;0.441164;0.923051;0.743004
106954752;2.88104;0.441926;0.924171;0.768894
109051904;2.90353;0.447111;0.925728;0.776404
111149056;2.98837;0.442782;0.926794;0.789233
113246208;3.0482;0.442291;0.928074;0.766665
115343360;3.11268;0.441159;0.928966;0.783562
117440512;3.13058;0.446621;0.929;0.745383
119537664;3.25922;0.436662;0.927301;0.791148
121634816;3.35477;0.431675;0.92851;0.77199
123731968;3.41842;0.43095;0.929517;0.788297
125829120;3.45068;0.434165;0.930151;0.76884
127926272;3.54118;0.430128;0.930315;0.780424
130023424;3.61734;0.427982;0.930846;0.760185
132120576;3.68754;0.426612;0.931053;0.771857
134217728;3.70401;0.431464;0.927487;0.708489
