2097152;0.082498;0.284046;1.65066
4194304;0.206821;0.234157;1.32505
6291456;0.327226;0.224384;1.25921
8388608;0.45551;0.216064;1.20717
10485760;0.572389;0.215614;1.20172
12582912;0.697302;0.212835;1.18434
14680064;0.817698;0.212066;1.1785
16777216;0.955016;0.207747;1.1535
18874368;1.06315;0.210128;1.16585
20971520;1.18807;0.209072;1.15941
23068672;1.30892;0.208865;1.15781
25165824;1.43802;0.207495;1.14967
27262976;1.55455;0.208021;1.1522
29360128;1.67992;0.207376;1.14841
31457280;1.80084;0.20733;1.14782
33554432;1.97343;0.201864;1.11735
35651584;2.04653;0.206867;1.14481
37748736;2.17152;0.206471;1.14243
39845888;2.29222;0.206504;1.14244
41943040;2.42183;0.205772;1.13839
44040192;2.53804;0.206199;1.14051
46137344;2.66271;0.205933;1.13895
48234496;2.78336;0.205986;1.13909
50331648;2.92114;0.204827;1.13258
52428800;3.03097;0.205652;1.13704
54525952;3.15593;0.205429;1.13572
56623104;3.27658;0.205493;1.13599
58720256;3.40603;0.205022;1.13331
60817408;3.52274;0.205325;1.13495
62914560;3.64808;0.205122;1.13372
65011712;3.76906;0.205169;1.13393
67108864;3.96208;0.201483;1.11356
69206016;4.0149;0.205058;1.13323
71303168;4.14006;0.204896;1.1323
73400320;4.26104;0.204945;1.13253
75497472;4.3905;0.204595;1.1306
77594624;4.50673;0.204865;1.13199
79691776;4.63203;0.204719;1.13116
81788928;4.75306;0.204765;1.13138
83886080;4.88973;0.204154;1.128
85983232;4.99922;0.204682;1.13086
88080384;5.12418;0.204569;1.13024
90177536;5.24398;0.204662;1.13071
92274688;5.37313;0.204394;1.12918
94371840;5.48951;0.204614;1.13037
96468992;5.61521;0.204485;1.12966
98566144;5.73701;0.204501;1.12976
100663296;5.94749;0.201466;1.11292
102760448;5.98357;0.204429;1.1293
104857600;6.10682;0.204396;1.12905
106954752;6.22671;0.204475;1.12947
109051904;6.3568;0.204222;1.12808
111149056;6.4732;0.204412;1.12912
113246208;6.59937;0.204291;1.12841
115343360;6.71971;0.204352;1.12872
117440512;6.85692;0.203908;1.12629
119537664;6.96651;0.204288;1.12834
121634816;7.09173;0.204206;1.12786
123731968;7.21137;0.204284;1.12829
125829120;7.34176;0.204061;1.12704
127926272;7.45802;0.204231;1.12797
130023424;7.58486;0.204111;1.1273
132120576;7.70759;0.204104;1.12726
134217728;7.94134;0.201244;1.11153
