timestamp, cpu_power_uW, io_power_uW
1503442595.010799300, 2437000, 4984000
1503442595.284693687, 2437000, 4984000
1503442595.558863557, 2437000, 4984000
1503442595.832230877, 2437000, 4984000
1503442596.105081709, 2437000, 4984000
1503442596.385032780, 2437000, 4984000
1503442596.673245023, 2437000, 4984000
1503442596.951795414, 2437000, 4984000
1503442597.225306316, 2437000, 4984000
1503442597.499127041, 2437000, 4984000
1503442597.771592129, 2437000, 4984000
1503442598.045892441, 2437000, 5218000
1503442598.322906231, 2437000, 5218000
1503442598.596889119, 2937000, 4984000
1503442598.871507196, 2937000, 4984000
1503442599.161254661, 2437000, 4984000
1503442599.446815888, 2437000, 4984000
1503442599.720554413, 2437000, 4984000
1503442599.992920998, 2437000, 4984000
1503442600.262851811, 2437000, 4984000
1503442600.540592550, 2437000, 4984000
1503442600.814695380, 2437000, 4984000
1503442601.088514886, 2437000, 4984000
1503442601.364267858, 2437000, 4984000
1503442601.641516691, 2437000, 4984000
1503442601.915022373, 2437000, 4984000
1503442602.188755018, 2437000, 4984000
1503442602.460627337, 2437000, 4984000
1503442602.734446962, 2437000, 4984000
1503442603.010487279, 2437000, 4984000
1503442603.284687130, 2437000, 4984000
1503442603.557119357, 2437000, 4984000
1503442603.836675641, 2437000, 4984000
1503442604.113101803, 2437000, 5218000
1503442604.386020556, 2437000, 5218000
1503442604.659426197, 2437000, 5218000
1503442604.936331845, 2437000, 5218000
1503442605.210019309, 2437000, 4984000
1503442605.485106592, 2437000, 4984000
1503442605.755862796, 2437000, 4984000
1503442606.032926446, 2437000, 5218000
1503442606.305940041, 2437000, 5218000
1503442606.584847237, 2437000, 4984000
1503442606.866919696, 2437000, 4984000
1503442607.142925872, 2437000, 4984000
1503442607.416502995, 2437000, 4984000
1503442607.694467198, 2437000, 4984000
1503442607.971139743, 2437000, 4984000
1503442608.245282813, 2437000, 4984000
1503442608.520633380, 2437000, 4984000
1503442608.794153602, 2437000, 4984000
1503442609.077955665, 2437000, 4984000
1503442609.365799224, 2437000, 4984000
1503442609.654434653, 2437000, 4984000
1503442609.940514208, 2437000, 4984000
1503442610.211786279, 2437000, 4984000
1503442610.488045658, 2437000, 4984000
1503442610.760838630, 2437000, 4984000
1503442611.039894188, 2437000, 4984000
1503442611.317178481, 2437000, 4984000
1503442611.590963047, 2437000, 4984000
1503442611.864452388, 2437000, 4984000
1503442612.138098172, 2437000, 5218000
1503442612.410760062, 2437000, 5218000
1503442612.684133561, 2437000, 4984000
1503442612.956564768, 2437000, 4984000
1503442613.228528789, 1937000, 4984000
1503442613.500771333, 1468000, 4984000
1503442613.773401482, 1468000, 4984000
1503442614.044398249, 1468000, 4984000
1503442614.314688007, 1468000, 4984000
1503442614.588171988, 1468000, 4984000
1503442614.859355658, 1468000, 4984000
1503442615.132345072, 1468000, 4984000
1503442615.403879807, 1468000, 4984000
1503442615.679635999, 1937000, 4984000
1503442615.952932318, 1937000, 4984000
1503442616.223840564, 2437000, 5468000
1503442616.499043229, 1937000, 5218000
1503442616.778210368, 1937000, 5218000
1503442617.052951507, 2437000, 5468000
1503442617.330144099, 2437000, 5468000
1503442617.603278416, 1937000, 5468000
1503442617.878175536, 1937000, 5468000
1503442618.152482249, 1937000, 5468000
1503442618.428181101, 1937000, 5468000
1503442618.701642822, 2437000, 5468000
1503442618.975807153, 2437000, 5468000
1503442619.249222733, 2437000, 5468000
1503442619.522894937, 1937000, 5468000
1503442619.798587729, 1937000, 5468000
1503442620.074052837, 2437000, 5218000
1503442620.350838284, 2437000, 5218000
1503442620.625674564, 1937000, 5218000
1503442620.905657654, 1937000, 5218000
1503442621.183865701, 1937000, 5468000
1503442621.459097526, 1937000, 5468000
1503442621.739554223, 2437000, 5468000
1503442622.014733168, 2437000, 5468000
1503442622.287793264, 2437000, 5468000
1503442622.562279819, 2437000, 5468000
1503442622.844062154, 2437000, 5468000
1503442623.119405801, 1937000, 5468000
1503442623.396057206, 1937000, 5468000
1503442623.669798991, 1937000, 5468000
1503442623.947722953, 1937000, 5468000
1503442624.239962353, 1468000, 5468000
1503442624.531285059, 1937000, 5468000
1503442624.818428529, 1937000, 5468000
1503442625.092688501, 1937000, 5468000
1503442625.370491961, 1937000, 5468000
1503442625.643716719, 1937000, 5468000
1503442625.919724275, 1937000, 5468000
1503442626.194351412, 1937000, 5468000
1503442626.468708806, 1937000, 5468000
1503442626.745164648, 1937000, 5468000
1503442627.029511299, 1937000, 5468000
1503442627.318293210, 1937000, 5468000
1503442627.601668928, 1937000, 5468000
1503442627.883004077, 1937000, 5468000
1503442628.157977539, 1937000, 5468000
1503442628.432128830, 1937000, 5468000
1503442628.710725541, 1937000, 5468000
1503442628.989064950, 1937000, 5468000
1503442629.266418824, 1937000, 5703000
1503442629.540892979, 1937000, 5703000
1503442629.815886021, 1937000, 5703000
1503442630.094542174, 1937000, 5468000
1503442630.381841325, 1937000, 5468000
1503442630.673710600, 1937000, 5468000
1503442630.956090963, 1937000, 5468000
1503442631.242010876, 1937000, 5468000
1503442631.518649200, 1937000, 5468000
1503442631.798817594, 1937000, 5468000
1503442632.077858092, 1937000, 5468000
1503442632.359422784, 1937000, 5468000
1503442632.646231049, 1937000, 5468000
1503442632.929532565, 1937000, 5468000
1503442633.217072200, 1937000, 5468000
1503442633.501479792, 2437000, 5468000
1503442633.783048284, 2437000, 5468000
1503442634.065382687, 2437000, 5468000
1503442634.348362179, 2437000, 5468000
1503442634.631539874, 2437000, 5703000
1503442634.916758417, 2437000, 5703000
1503442635.206109077, 2437000, 5703000
1503442635.487468866, 2437000, 5703000
1503442635.770157814, 2437000, 5703000
1503442636.050650792, 2437000, 5703000
1503442636.332338867, 2437000, 5703000
1503442636.619243633, 2437000, 5703000
1503442636.894266115, 2437000, 5703000
1503442637.168871352, 2437000, 5468000
1503442637.442234012, 2437000, 5468000
1503442637.723376239, 2437000, 5468000
1503442637.997829113, 2437000, 5468000
1503442638.279175383, 2437000, 5468000
1503442638.554341927, 2437000, 5468000
1503442638.831675962, 2437000, 5468000
1503442639.111071565, 2437000, 5468000
1503442639.389760898, 2437000, 5468000
1503442639.675033521, 2437000, 5468000
1503442639.955357117, 2437000, 5468000
1503442640.232039262, 2437000, 5468000
1503442640.504073704, 2437000, 6406000
1503442640.781737543, 2437000, 6406000
1503442641.063338336, 2437000, 5468000
1503442641.338566621, 2437000, 5468000
1503442641.618208107, 2437000, 5468000
1503442641.893539674, 2437000, 5468000
1503442642.170790128, 2437000, 5468000
1503442642.457228407, 2437000, 5468000
1503442642.744878444, 2437000, 5468000
1503442643.022525302, 2437000, 5468000
1503442643.296168386, 2437000, 5468000
1503442643.569471725, 2437000, 6406000
1503442643.843945260, 2437000, 6406000
1503442644.121985504, 2437000, 5468000
1503442644.394746076, 2437000, 5468000
1503442644.669714178, 2437000, 5468000
1503442644.944665319, 2437000, 5468000
1503442645.218728909, 2437000, 5468000
1503442645.492638396, 2437000, 5468000
1503442645.768149405, 2437000, 5468000
1503442646.046566855, 2437000, 5468000
1503442646.321122931, 2437000, 5468000
1503442646.596031932, 2437000, 5468000
1503442646.874601084, 2437000, 5468000
1503442647.150962325, 2437000, 5468000
1503442647.428813266, 2437000, 5468000
1503442647.706457785, 2437000, 5468000
1503442647.980188670, 2437000, 5468000
1503442648.258494778, 2437000, 5468000
1503442648.535854512, 2437000, 5468000
1503442648.809870641, 2437000, 5468000
1503442649.085937698, 2437000, 5703000
1503442649.359359119, 2437000, 5703000
1503442649.637441324, 2437000, 5468000
1503442649.915580989, 2437000, 5468000
1503442650.195513299, 2437000, 5468000
1503442650.481054887, 2437000, 5468000
1503442650.761748007, 2437000, 5468000
1503442651.036096341, 2437000, 5468000
1503442651.316931284, 2437000, 5468000
1503442651.595308812, 2437000, 5468000
1503442651.870321155, 2437000, 5468000
1503442652.143110747, 2437000, 5703000
1503442652.417309158, 2437000, 5703000
1503442652.691245326, 2437000, 5218000
1503442652.965505258, 2437000, 5218000
1503442653.242298125, 2437000, 5468000
1503442653.521399124, 2437000, 5468000
1503442653.796457267, 2437000, 5468000
1503442654.073735441, 2437000, 5468000
1503442654.344766449, 2437000, 5468000
1503442654.619179443, 2437000, 5468000
1503442654.898112080, 2437000, 5468000
1503442655.172422173, 2437000, 5468000
1503442655.444375533, 2437000, 5468000
1503442655.718651025, 2437000, 5468000
1503442655.993624507, 2437000, 5468000
1503442656.270666598, 2437000, 5468000
1503442656.549309990, 2437000, 5468000
1503442656.822314005, 2437000, 5468000
1503442657.096549137, 2437000, 5468000
1503442657.369789816, 2437000, 5468000
1503442657.643286877, 2437000, 5468000
1503442657.921786628, 2437000, 5468000
1503442658.196634788, 2437000, 5468000
1503442658.471079723, 2437000, 5218000
1503442658.748781803, 2437000, 5218000
1503442659.022595769, 2437000, 5218000
1503442659.297492030, 2437000, 5468000
1503442659.576673050, 2437000, 5468000
1503442659.853743081, 2437000, 5468000
1503442660.131700184, 2437000, 5468000
1503442660.403965008, 2437000, 5468000
1503442660.678394003, 2437000, 5468000
1503442660.952581994, 2437000, 5468000
1503442661.229657265, 2437000, 5468000
1503442661.504012059, 2437000, 5468000
1503442661.785797855, 2437000, 5468000
1503442662.062998667, 2437000, 5468000
1503442662.338539377, 2437000, 5468000
1503442662.612407024, 2437000, 5468000
1503442662.886441853, 2437000, 5468000
1503442663.170781984, 2437000, 5468000
1503442663.445590124, 2437000, 5468000
1503442663.720835490, 2437000, 5468000
1503442663.993594801, 2437000, 5468000
1503442664.268830247, 2437000, 5468000
1503442664.544311536, 2437000, 5468000
1503442664.821671791, 2437000, 5468000
1503442665.094227100, 2437000, 5468000
1503442665.372692010, 2437000, 5468000
1503442665.647949816, 2437000, 5468000
1503442665.925103628, 2437000, 5468000
1503442666.199216479, 2437000, 5218000
1503442666.486928936, 2437000, 5468000
1503442666.775130740, 2437000, 5468000
1503442667.049801098, 2437000, 5468000
1503442667.325427389, 2437000, 5468000
1503442667.601472186, 2437000, 5468000
1503442667.874723044, 2437000, 5468000
1503442668.152668987, 2437000, 5468000
1503442668.430960335, 2437000, 5468000
1503442668.708478212, 2437000, 5468000
1503442668.982305238, 2437000, 5468000
1503442669.258172533, 2437000, 5468000
1503442669.544324209, 2437000, 5468000
1503442669.830130140, 2437000, 5468000
1503442670.106454481, 2437000, 5468000
1503442670.386612074, 2437000, 5468000
1503442670.660608983, 2437000, 5703000
1503442670.935973150, 2437000, 5703000
1503442671.211185096, 2437000, 5468000
1503442671.485014682, 2437000, 5468000
1503442671.762355517, 2437000, 5468000
1503442672.036297685, 2437000, 5468000
1503442672.311386728, 2437000, 5468000
1503442672.590676470, 2437000, 5468000
1503442672.866260360, 2437000, 5468000
1503442673.143975880, 2437000, 5468000
1503442673.421289055, 2437000, 5468000
1503442673.700589696, 2437000, 5468000
1503442673.974536304, 2437000, 5468000
1503442674.258875515, 2437000, 5468000
1503442674.542031870, 2437000, 5468000
1503442674.816680428, 2437000, 5468000
1503442675.093741619, 2437000, 5468000
1503442675.367747627, 2437000, 5468000
1503442675.645692651, 2437000, 5468000
1503442675.919750400, 2437000, 5468000
1503442676.200583783, 2437000, 5468000
1503442676.478444505, 2437000, 5468000
1503442676.753136603, 2437000, 5468000
1503442677.029053278, 2437000, 5468000
1503442677.305871586, 2437000, 5468000
1503442677.583945651, 2437000, 5468000
1503442677.861509548, 2437000, 5468000
1503442678.136550051, 2437000, 5468000
1503442678.413016114, 2437000, 5468000
1503442678.688399162, 2437000, 5468000
1503442678.962320530, 2437000, 5468000
1503442679.236701984, 2437000, 5468000
1503442679.513225767, 2437000, 5468000
1503442679.792663291, 2437000, 5468000
1503442680.071253763, 2437000, 5468000
1503442680.355904318, 2437000, 5468000
1503442680.639590600, 2437000, 5468000
1503442680.923056539, 2437000, 5468000
1503442681.206370316, 2437000, 5218000
1503442681.492720855, 2437000, 5468000
1503442681.772933409, 2437000, 5468000
1503442682.051600962, 2437000, 5468000
1503442682.331231328, 2437000, 5468000
1503442682.615042012, 2437000, 5468000
1503442682.897367335, 2437000, 5468000
1503442683.170710615, 2437000, 5468000
1503442683.448945442, 2437000, 5468000
1503442683.723883564, 2437000, 5468000
1503442683.997374446, 2437000, 5468000
1503442684.275753395, 2437000, 5468000
1503442684.552174037, 2437000, 5468000
1503442684.833254443, 2437000, 5468000
1503442685.112077218, 2437000, 5468000
1503442685.385649261, 2437000, 5468000
1503442685.657844905, 2437000, 5468000
1503442685.935236741, 2437000, 5468000
1503442686.210244864, 2437000, 5468000
1503442686.485759853, 2437000, 5468000
1503442686.758053939, 2437000, 5468000
1503442687.035855040, 2437000, 5468000
1503442687.310223934, 2437000, 5468000
1503442687.587400426, 2437000, 5468000
1503442687.870189236, 2437000, 5468000
1503442688.151551866, 2437000, 5468000
1503442688.433083179, 2437000, 5468000
1503442688.717255407, 2437000, 5468000
1503442689.004564119, 2437000, 5468000
1503442689.287881856, 2437000, 5468000
1503442689.571974024, 2437000, 5468000
1503442689.852568824, 2437000, 5468000
1503442690.132225290, 2437000, 5468000
1503442690.406841628, 2437000, 5468000
1503442690.686920740, 2937000, 5468000
1503442690.963390523, 2937000, 5468000
1503442691.242950628, 2437000, 5468000
1503442691.519411191, 2437000, 5468000
1503442691.796583183, 2437000, 5468000
1503442692.078120796, 2437000, 5468000
1503442692.351322954, 2437000, 5468000
1503442692.626845684, 2437000, 5468000
1503442692.900712291, 2437000, 5468000
1503442693.178584313, 2437000, 5468000
1503442693.454101543, 2437000, 5468000
1503442693.729340989, 2437000, 5468000
1503442694.004165709, 2937000, 5468000
1503442694.282743701, 2937000, 5468000
1503442694.560865986, 2437000, 5468000
1503442694.837953938, 2437000, 5468000
1503442695.112317072, 2437000, 5468000
1503442695.392694688, 2437000, 5468000
1503442695.666876040, 2437000, 5468000
1503442695.941353675, 2437000, 5468000
1503442696.219202137, 2437000, 5468000
1503442696.493047444, 2437000, 5468000
1503442696.766641147, 2437000, 5468000
1503442697.041196004, 2437000, 5468000
1503442697.314874728, 2437000, 5468000
1503442697.590518660, 2437000, 5468000
1503442697.870611952, 2437000, 5468000
1503442698.158152147, 2437000, 5468000
1503442698.441772969, 2437000, 5468000
1503442698.723241960, 2437000, 5468000
1503442698.996971126, 2437000, 5468000
1503442699.271866627, 2437000, 5468000
1503442699.549341744, 2437000, 5468000
1503442699.827720213, 2437000, 5468000
1503442700.105935440, 2437000, 5468000
1503442700.381209546, 2437000, 5468000
1503442700.653894797, 2437000, 5468000
1503442700.933336361, 2437000, 5468000
1503442701.216236372, 2937000, 5468000
1503442701.501609637, 2937000, 5468000
1503442701.785894068, 2437000, 5468000
1503442702.058399536, 2437000, 5468000
1503442702.335557169, 2437000, 5468000
1503442702.610836515, 2437000, 5468000
1503442702.885268890, 2437000, 5468000
1503442703.161194905, 2437000, 5468000
1503442703.440878413, 2437000, 5468000
1503442703.727728058, 2437000, 5468000
1503442704.011180417, 2437000, 5468000
1503442704.291751877, 2437000, 5468000
1503442704.565018315, 2437000, 5468000
1503442704.838386276, 2437000, 5468000
1503442705.112334704, 2437000, 5468000
1503442705.388423102, 2437000, 5468000
1503442705.666797951, 2437000, 5468000
1503442705.948591227, 2437000, 5468000
1503442706.223246645, 2437000, 5468000
1503442706.497032571, 2437000, 5468000
1503442706.772372158, 2437000, 5468000
1503442707.046969896, 2437000, 5468000
1503442707.329342620, 2437000, 6406000
1503442707.602649199, 2437000, 6406000
1503442707.878362772, 2437000, 6406000
1503442708.157515412, 2437000, 5468000
1503442708.433083322, 2437000, 5468000
1503442708.705544190, 2437000, 5468000
1503442708.985942807, 2437000, 5468000
1503442709.273542543, 2437000, 5468000
1503442709.560169326, 2437000, 5468000
1503442709.842215825, 2437000, 5468000
1503442710.119875925, 2437000, 5468000
1503442710.393239025, 2437000, 5468000
1503442710.673458499, 2437000, 5468000
1503442710.947982016, 2437000, 5468000
1503442711.222420151, 2437000, 5468000
1503442711.497804219, 2437000, 5468000
1503442711.774144960, 2437000, 5468000
1503442712.049335465, 2437000, 5703000
1503442712.327892217, 2437000, 5703000
1503442712.604895827, 2437000, 5468000
1503442712.878138526, 2437000, 5468000
1503442713.154607449, 2437000, 5468000
1503442713.432979038, 2437000, 5468000
1503442713.706853885, 2437000, 5468000
1503442713.980693512, 2437000, 5468000
1503442714.254650460, 2437000, 5468000
1503442714.533099951, 2437000, 5468000
1503442714.808138634, 2437000, 5468000
1503442715.081957181, 2437000, 5468000
1503442715.354402408, 2437000, 5468000
1503442715.629597414, 1937000, 5468000
1503442715.903514241, 1937000, 5468000
